rule_id,stratum,neighborhood,left,center,right,output,active_inputs,asym_sensitive,non_quiescent_output,differs_from_dominant_output
q3g3_s2_00220,S2_quiescent_preserving,"(0,1,0)",0,1,0,2,1,0,1,0
q3g3_s2_00220,S2_quiescent_preserving,"(0,1,1)",0,1,1,0,2,1,0,1
q3g3_s2_00220,S2_quiescent_preserving,"(0,1,2)",0,1,2,1,2,1,1,1
q3g3_s2_00220,S2_quiescent_preserving,"(0,2,0)",0,2,0,2,1,0,1,0
q3g3_s2_00220,S2_quiescent_preserving,"(0,2,1)",0,2,1,2,2,1,1,0
q3g3_s2_00220,S2_quiescent_preserving,"(0,2,2)",0,2,2,1,2,1,1,1
q3g3_s2_00220,S2_quiescent_preserving,"(1,0,0)",1,0,0,0,1,1,0,1
q3g3_s2_00220,S2_quiescent_preserving,"(1,0,1)",1,0,1,2,2,0,1,0
q3g3_s2_00220,S2_quiescent_preserving,"(1,0,2)",1,0,2,2,2,1,1,0
q3g3_s2_00220,S2_quiescent_preserving,"(1,1,0)",1,1,0,1,2,1,1,1
q3g3_s2_00220,S2_quiescent_preserving,"(1,1,1)",1,1,1,1,3,0,1,1
q3g3_s2_00220,S2_quiescent_preserving,"(1,1,2)",1,1,2,0,3,1,0,1
q3g3_s2_00220,S2_quiescent_preserving,"(1,2,0)",1,2,0,0,2,1,0,1
q3g3_s2_00220,S2_quiescent_preserving,"(1,2,1)",1,2,1,2,3,0,1,0
q3g3_s2_00220,S2_quiescent_preserving,"(1,2,2)",1,2,2,2,3,1,1,0
q3g3_s2_00220,S2_quiescent_preserving,"(2,0,0)",2,0,0,0,1,1,0,1
q3g3_s2_00220,S2_quiescent_preserving,"(2,0,1)",2,0,1,1,2,1,1,1
q3g3_s2_00220,S2_quiescent_preserving,"(2,0,2)",2,0,2,2,2,0,1,0
q3g3_s2_00220,S2_quiescent_preserving,"(2,1,0)",2,1,0,1,2,1,1,1
q3g3_s2_00220,S2_quiescent_preserving,"(2,1,1)",2,1,1,0,3,1,0,1
q3g3_s2_00220,S2_quiescent_preserving,"(2,1,2)",2,1,2,0,3,0,0,1
q3g3_s2_00220,S2_quiescent_preserving,"(2,2,0)",2,2,0,2,2,1,1,0
q3g3_s2_00220,S2_quiescent_preserving,"(2,2,1)",2,2,1,2,3,1,1,0
q3g3_s2_00220,S2_quiescent_preserving,"(2,2,2)",2,2,2,1,3,0,1,1
q3g3_s3_00060,S3_sparse_active_preserving,"(0,0,1)",0,0,1,1,1,1,1,1
q3g3_s3_00060,S3_sparse_active_preserving,"(0,0,2)",0,0,2,1,1,1,1,1
q3g3_s3_00060,S3_sparse_active_preserving,"(0,1,0)",0,1,0,1,1,0,1,1
q3g3_s3_00060,S3_sparse_active_preserving,"(0,1,1)",0,1,1,0,2,1,0,0
q3g3_s3_00060,S3_sparse_active_preserving,"(0,1,2)",0,1,2,1,2,1,1,1
q3g3_s3_00060,S3_sparse_active_preserving,"(0,2,1)",0,2,1,0,2,1,0,0
q3g3_s3_00060,S3_sparse_active_preserving,"(0,2,2)",0,2,2,1,2,1,1,1
q3g3_s3_00060,S3_sparse_active_preserving,"(1,0,0)",1,0,0,1,1,1,1,1
q3g3_s3_00060,S3_sparse_active_preserving,"(1,0,1)",1,0,1,1,2,0,1,1
q3g3_s3_00060,S3_sparse_active_preserving,"(1,0,2)",1,0,2,1,2,1,1,1
q3g3_s3_00060,S3_sparse_active_preserving,"(1,1,0)",1,1,0,1,2,1,1,1
q3g3_s3_00060,S3_sparse_active_preserving,"(1,1,1)",1,1,1,2,3,0,1,1
q3g3_s3_00060,S3_sparse_active_preserving,"(1,1,2)",1,1,2,0,3,1,0,0
q3g3_s3_00060,S3_sparse_active_preserving,"(1,2,0)",1,2,0,0,2,1,0,0
q3g3_s3_00060,S3_sparse_active_preserving,"(1,2,1)",1,2,1,2,3,0,1,1
q3g3_s3_00060,S3_sparse_active_preserving,"(1,2,2)",1,2,2,1,3,1,1,1
q3g3_s3_00060,S3_sparse_active_preserving,"(2,0,0)",2,0,0,2,1,1,1,1
q3g3_s3_00060,S3_sparse_active_preserving,"(2,0,1)",2,0,1,2,2,1,1,1
q3g3_s3_00060,S3_sparse_active_preserving,"(2,0,2)",2,0,2,0,2,0,0,0
q3g3_s3_00060,S3_sparse_active_preserving,"(2,1,0)",2,1,0,0,2,1,0,0
q3g3_s3_00060,S3_sparse_active_preserving,"(2,1,1)",2,1,1,0,3,1,0,0
q3g3_s3_00060,S3_sparse_active_preserving,"(2,1,2)",2,1,2,0,3,0,0,0
q3g3_s3_00060,S3_sparse_active_preserving,"(2,2,0)",2,2,0,1,2,1,1,1
q3g3_s3_00060,S3_sparse_active_preserving,"(2,2,1)",2,2,1,0,3,1,0,0
q3g3_s3_00060,S3_sparse_active_preserving,"(2,2,2)",2,2,2,0,3,0,0,0
q3g3_s3_00181,S3_sparse_active_preserving,"(0,0,1)",0,0,1,1,1,1,1,1
q3g3_s3_00181,S3_sparse_active_preserving,"(0,0,2)",0,0,2,2,1,1,1,1
q3g3_s3_00181,S3_sparse_active_preserving,"(0,1,0)",0,1,0,1,1,0,1,1
q3g3_s3_00181,S3_sparse_active_preserving,"(0,1,1)",0,1,1,1,2,1,1,1
q3g3_s3_00181,S3_sparse_active_preserving,"(0,1,2)",0,1,2,0,2,1,0,0
q3g3_s3_00181,S3_sparse_active_preserving,"(0,2,1)",0,2,1,2,2,1,1,1
q3g3_s3_00181,S3_sparse_active_preserving,"(0,2,2)",0,2,2,2,2,1,1,1
q3g3_s3_00181,S3_sparse_active_preserving,"(1,0,0)",1,0,0,2,1,1,1,1
q3g3_s3_00181,S3_sparse_active_preserving,"(1,0,1)",1,0,1,0,2,0,0,0
q3g3_s3_00181,S3_sparse_active_preserving,"(1,0,2)",1,0,2,1,2,1,1,1
q3g3_s3_00181,S3_sparse_active_preserving,"(1,1,0)",1,1,0,2,2,1,1,1
q3g3_s3_00181,S3_sparse_active_preserving,"(1,1,1)",1,1,1,1,3,0,1,1
q3g3_s3_00181,S3_sparse_active_preserving,"(1,1,2)",1,1,2,1,3,1,1,1
q3g3_s3_00181,S3_sparse_active_preserving,"(1,2,0)",1,2,0,2,2,1,1,1
q3g3_s3_00181,S3_sparse_active_preserving,"(1,2,1)",1,2,1,0,3,0,0,0
q3g3_s3_00181,S3_sparse_active_preserving,"(1,2,2)",1,2,2,0,3,1,0,0
q3g3_s3_00181,S3_sparse_active_preserving,"(2,0,1)",2,0,1,2,2,1,1,1
q3g3_s3_00181,S3_sparse_active_preserving,"(2,0,2)",2,0,2,0,2,0,0,0
q3g3_s3_00181,S3_sparse_active_preserving,"(2,1,0)",2,1,0,1,2,1,1,1
q3g3_s3_00181,S3_sparse_active_preserving,"(2,1,1)",2,1,1,0,3,1,0,0
q3g3_s3_00181,S3_sparse_active_preserving,"(2,1,2)",2,1,2,1,3,0,1,1
q3g3_s3_00181,S3_sparse_active_preserving,"(2,2,0)",2,2,0,0,2,1,0,0
q3g3_s3_00181,S3_sparse_active_preserving,"(2,2,1)",2,2,1,0,3,1,0,0
q3g3_s3_00181,S3_sparse_active_preserving,"(2,2,2)",2,2,2,0,3,0,0,0
q3g3_s3_00226,S3_sparse_active_preserving,"(0,0,0)",0,0,0,0,0,0,0,1
q3g3_s3_00226,S3_sparse_active_preserving,"(0,0,1)",0,0,1,2,1,1,1,0
q3g3_s3_00226,S3_sparse_active_preserving,"(0,0,2)",0,0,2,2,1,1,1,0
q3g3_s3_00226,S3_sparse_active_preserving,"(0,1,0)",0,1,0,2,1,0,1,0
q3g3_s3_00226,S3_sparse_active_preserving,"(0,1,1)",0,1,1,1,2,1,1,1
q3g3_s3_00226,S3_sparse_active_preserving,"(0,1,2)",0,1,2,1,2,1,1,1
q3g3_s3_00226,S3_sparse_active_preserving,"(0,2,0)",0,2,0,2,1,0,1,0
q3g3_s3_00226,S3_sparse_active_preserving,"(0,2,1)",0,2,1,2,2,1,1,0
q3g3_s3_00226,S3_sparse_active_preserving,"(0,2,2)",0,2,2,0,2,1,0,1
q3g3_s3_00226,S3_sparse_active_preserving,"(1,0,0)",1,0,0,2,1,1,1,0
q3g3_s3_00226,S3_sparse_active_preserving,"(1,0,1)",1,0,1,1,2,0,1,1
q3g3_s3_00226,S3_sparse_active_preserving,"(1,0,2)",1,0,2,2,2,1,1,0
q3g3_s3_00226,S3_sparse_active_preserving,"(1,1,0)",1,1,0,0,2,1,0,1
q3g3_s3_00226,S3_sparse_active_preserving,"(1,1,1)",1,1,1,0,3,0,0,1
q3g3_s3_00226,S3_sparse_active_preserving,"(1,1,2)",1,1,2,1,3,1,1,1
q3g3_s3_00226,S3_sparse_active_preserving,"(1,2,0)",1,2,0,2,2,1,1,0
q3g3_s3_00226,S3_sparse_active_preserving,"(1,2,1)",1,2,1,0,3,0,0,1
q3g3_s3_00226,S3_sparse_active_preserving,"(1,2,2)",1,2,2,0,3,1,0,1
q3g3_s3_00226,S3_sparse_active_preserving,"(2,0,0)",2,0,0,2,1,1,1,0
q3g3_s3_00226,S3_sparse_active_preserving,"(2,0,1)",2,0,1,2,2,1,1,0
q3g3_s3_00226,S3_sparse_active_preserving,"(2,0,2)",2,0,2,2,2,0,1,0
q3g3_s3_00226,S3_sparse_active_preserving,"(2,1,0)",2,1,0,2,2,1,1,0
q3g3_s3_00226,S3_sparse_active_preserving,"(2,1,1)",2,1,1,0,3,1,0,1
q3g3_s3_00226,S3_sparse_active_preserving,"(2,1,2)",2,1,2,0,3,0,0,1
q3g3_s3_00226,S3_sparse_active_preserving,"(2,2,0)",2,2,0,2,2,1,1,0
q3g3_s3_00226,S3_sparse_active_preserving,"(2,2,1)",2,2,1,0,3,1,0,1
q3g3_s3_00226,S3_sparse_active_preserving,"(2,2,2)",2,2,2,0,3,0,0,1
q3g3_s4_00004,S4_neighbor_dependent,"(0,0,0)",0,0,0,0,0,0,0,1
q3g3_s4_00004,S4_neighbor_dependent,"(0,0,1)",0,0,1,1,1,1,1,0
q3g3_s4_00004,S4_neighbor_dependent,"(0,0,2)",0,0,2,2,1,1,1,1
q3g3_s4_00004,S4_neighbor_dependent,"(0,1,0)",0,1,0,1,1,0,1,0
q3g3_s4_00004,S4_neighbor_dependent,"(0,1,1)",0,1,1,1,2,1,1,0
q3g3_s4_00004,S4_neighbor_dependent,"(0,1,2)",0,1,2,1,2,1,1,0
q3g3_s4_00004,S4_neighbor_dependent,"(0,2,0)",0,2,0,1,1,0,1,0
q3g3_s4_00004,S4_neighbor_dependent,"(0,2,1)",0,2,1,0,2,1,0,1
q3g3_s4_00004,S4_neighbor_dependent,"(0,2,2)",0,2,2,1,2,1,1,0
q3g3_s4_00004,S4_neighbor_dependent,"(1,0,0)",1,0,0,0,1,1,0,1
q3g3_s4_00004,S4_neighbor_dependent,"(1,0,1)",1,0,1,0,2,0,0,1
q3g3_s4_00004,S4_neighbor_dependent,"(1,0,2)",1,0,2,1,2,1,1,0
q3g3_s4_00004,S4_neighbor_dependent,"(1,1,0)",1,1,0,0,2,1,0,1
q3g3_s4_00004,S4_neighbor_dependent,"(1,1,1)",1,1,1,2,3,0,1,1
q3g3_s4_00004,S4_neighbor_dependent,"(1,1,2)",1,1,2,2,3,1,1,1
q3g3_s4_00004,S4_neighbor_dependent,"(1,2,0)",1,2,0,2,2,1,1,1
q3g3_s4_00004,S4_neighbor_dependent,"(1,2,1)",1,2,1,1,3,0,1,0
q3g3_s4_00004,S4_neighbor_dependent,"(1,2,2)",1,2,2,1,3,1,1,0
q3g3_s4_00004,S4_neighbor_dependent,"(2,0,0)",2,0,0,1,1,1,1,0
q3g3_s4_00004,S4_neighbor_dependent,"(2,0,1)",2,0,1,1,2,1,1,0
q3g3_s4_00004,S4_neighbor_dependent,"(2,0,2)",2,0,2,1,2,0,1,0
q3g3_s4_00004,S4_neighbor_dependent,"(2,1,0)",2,1,0,0,2,1,0,1
q3g3_s4_00004,S4_neighbor_dependent,"(2,1,1)",2,1,1,1,3,1,1,0
q3g3_s4_00004,S4_neighbor_dependent,"(2,1,2)",2,1,2,0,3,0,0,1
q3g3_s4_00004,S4_neighbor_dependent,"(2,2,0)",2,2,0,1,2,1,1,0
q3g3_s4_00004,S4_neighbor_dependent,"(2,2,1)",2,2,1,2,3,1,1,1
q3g3_s4_00004,S4_neighbor_dependent,"(2,2,2)",2,2,2,1,3,0,1,0
q3g3_s4_00017,S4_neighbor_dependent,"(0,0,0)",0,0,0,2,0,0,1,1
q3g3_s4_00017,S4_neighbor_dependent,"(0,1,1)",0,1,1,0,2,1,0,0
q3g3_s4_00017,S4_neighbor_dependent,"(0,1,2)",0,1,2,0,2,1,0,0
q3g3_s4_00017,S4_neighbor_dependent,"(0,2,1)",0,2,1,0,2,1,0,0
q3g3_s4_00017,S4_neighbor_dependent,"(0,2,2)",0,2,2,2,2,1,1,1
q3g3_s4_00017,S4_neighbor_dependent,"(1,0,0)",1,0,0,1,1,1,1,1
q3g3_s4_00017,S4_neighbor_dependent,"(1,0,1)",1,0,1,0,2,0,0,0
q3g3_s4_00017,S4_neighbor_dependent,"(1,0,2)",1,0,2,1,2,1,1,1
q3g3_s4_00017,S4_neighbor_dependent,"(1,1,0)",1,1,0,1,2,1,1,1
q3g3_s4_00017,S4_neighbor_dependent,"(1,1,1)",1,1,1,0,3,0,0,0
q3g3_s4_00017,S4_neighbor_dependent,"(1,1,2)",1,1,2,0,3,1,0,0
q3g3_s4_00017,S4_neighbor_dependent,"(1,2,0)",1,2,0,2,2,1,1,1
q3g3_s4_00017,S4_neighbor_dependent,"(1,2,1)",1,2,1,2,3,0,1,1
q3g3_s4_00017,S4_neighbor_dependent,"(1,2,2)",1,2,2,0,3,1,0,0
q3g3_s4_00017,S4_neighbor_dependent,"(2,0,0)",2,0,0,2,1,1,1,1
q3g3_s4_00017,S4_neighbor_dependent,"(2,0,1)",2,0,1,0,2,1,0,0
q3g3_s4_00017,S4_neighbor_dependent,"(2,0,2)",2,0,2,2,2,0,1,1
q3g3_s4_00017,S4_neighbor_dependent,"(2,1,0)",2,1,0,0,2,1,0,0
q3g3_s4_00017,S4_neighbor_dependent,"(2,1,1)",2,1,1,2,3,1,1,1
q3g3_s4_00017,S4_neighbor_dependent,"(2,1,2)",2,1,2,2,3,0,1,1
q3g3_s4_00017,S4_neighbor_dependent,"(2,2,0)",2,2,0,2,2,1,1,1
q3g3_s4_00017,S4_neighbor_dependent,"(2,2,1)",2,2,1,2,3,1,1,1
q3g3_s4_00017,S4_neighbor_dependent,"(2,2,2)",2,2,2,1,3,0,1,1
q3g3_s4_00040,S4_neighbor_dependent,"(0,0,0)",0,0,0,2,0,0,1,1
q3g3_s4_00040,S4_neighbor_dependent,"(0,0,1)",0,0,1,2,1,1,1,1
q3g3_s4_00040,S4_neighbor_dependent,"(0,0,2)",0,0,2,2,1,1,1,1
q3g3_s4_00040,S4_neighbor_dependent,"(0,1,1)",0,1,1,1,2,1,1,1
q3g3_s4_00040,S4_neighbor_dependent,"(0,1,2)",0,1,2,0,2,1,0,0
q3g3_s4_00040,S4_neighbor_dependent,"(0,2,0)",0,2,0,1,1,0,1,1
q3g3_s4_00040,S4_neighbor_dependent,"(0,2,1)",0,2,1,2,2,1,1,1
q3g3_s4_00040,S4_neighbor_dependent,"(0,2,2)",0,2,2,2,2,1,1,1
q3g3_s4_00040,S4_neighbor_dependent,"(1,0,1)",1,0,1,1,2,0,1,1
q3g3_s4_00040,S4_neighbor_dependent,"(1,0,2)",1,0,2,0,2,1,0,0
q3g3_s4_00040,S4_neighbor_dependent,"(1,1,0)",1,1,0,0,2,1,0,0
q3g3_s4_00040,S4_neighbor_dependent,"(1,1,1)",1,1,1,2,3,0,1,1
q3g3_s4_00040,S4_neighbor_dependent,"(1,1,2)",1,1,2,1,3,1,1,1
q3g3_s4_00040,S4_neighbor_dependent,"(1,2,0)",1,2,0,1,2,1,1,1
q3g3_s4_00040,S4_neighbor_dependent,"(1,2,1)",1,2,1,0,3,0,0,0
q3g3_s4_00040,S4_neighbor_dependent,"(1,2,2)",1,2,2,0,3,1,0,0
q3g3_s4_00040,S4_neighbor_dependent,"(2,0,0)",2,0,0,2,1,1,1,1
q3g3_s4_00040,S4_neighbor_dependent,"(2,0,1)",2,0,1,0,2,1,0,0
q3g3_s4_00040,S4_neighbor_dependent,"(2,0,2)",2,0,2,0,2,0,0,0
q3g3_s4_00040,S4_neighbor_dependent,"(2,1,0)",2,1,0,1,2,1,1,1
q3g3_s4_00040,S4_neighbor_dependent,"(2,1,1)",2,1,1,1,3,1,1,1
q3g3_s4_00040,S4_neighbor_dependent,"(2,1,2)",2,1,2,2,3,0,1,1
q3g3_s4_00040,S4_neighbor_dependent,"(2,2,0)",2,2,0,1,2,1,1,1
q3g3_s4_00040,S4_neighbor_dependent,"(2,2,1)",2,2,1,0,3,1,0,0
q3g3_s4_00040,S4_neighbor_dependent,"(2,2,2)",2,2,2,0,3,0,0,0
q3g3_s4_00068,S4_neighbor_dependent,"(0,0,0)",0,0,0,1,0,0,1,1
q3g3_s4_00068,S4_neighbor_dependent,"(0,0,1)",0,0,1,1,1,1,1,1
q3g3_s4_00068,S4_neighbor_dependent,"(0,1,0)",0,1,0,2,1,0,1,1
q3g3_s4_00068,S4_neighbor_dependent,"(0,1,1)",0,1,1,0,2,1,0,0
q3g3_s4_00068,S4_neighbor_dependent,"(0,1,2)",0,1,2,0,2,1,0,0
q3g3_s4_00068,S4_neighbor_dependent,"(0,2,0)",0,2,0,1,1,0,1,1
q3g3_s4_00068,S4_neighbor_dependent,"(0,2,1)",0,2,1,2,2,1,1,1
q3g3_s4_00068,S4_neighbor_dependent,"(0,2,2)",0,2,2,0,2,1,0,0
q3g3_s4_00068,S4_neighbor_dependent,"(1,0,1)",1,0,1,1,2,0,1,1
q3g3_s4_00068,S4_neighbor_dependent,"(1,0,2)",1,0,2,0,2,1,0,0
q3g3_s4_00068,S4_neighbor_dependent,"(1,1,0)",1,1,0,0,2,1,0,0
q3g3_s4_00068,S4_neighbor_dependent,"(1,1,1)",1,1,1,0,3,0,0,0
q3g3_s4_00068,S4_neighbor_dependent,"(1,1,2)",1,1,2,2,3,1,1,1
q3g3_s4_00068,S4_neighbor_dependent,"(1,2,0)",1,2,0,2,2,1,1,1
q3g3_s4_00068,S4_neighbor_dependent,"(1,2,1)",1,2,1,1,3,0,1,1
q3g3_s4_00068,S4_neighbor_dependent,"(1,2,2)",1,2,2,1,3,1,1,1
q3g3_s4_00068,S4_neighbor_dependent,"(2,0,1)",2,0,1,2,2,1,1,1
q3g3_s4_00068,S4_neighbor_dependent,"(2,0,2)",2,0,2,1,2,0,1,1
q3g3_s4_00068,S4_neighbor_dependent,"(2,1,0)",2,1,0,1,2,1,1,1
q3g3_s4_00068,S4_neighbor_dependent,"(2,1,1)",2,1,1,2,3,1,1,1
q3g3_s4_00068,S4_neighbor_dependent,"(2,1,2)",2,1,2,2,3,0,1,1
q3g3_s4_00068,S4_neighbor_dependent,"(2,2,0)",2,2,0,0,2,1,0,0
q3g3_s4_00068,S4_neighbor_dependent,"(2,2,1)",2,2,1,1,3,1,1,1
q3g3_s4_00068,S4_neighbor_dependent,"(2,2,2)",2,2,2,0,3,0,0,0
q3g3_s4_00147,S4_neighbor_dependent,"(0,0,0)",0,0,0,0,0,0,0,1
q3g3_s4_00147,S4_neighbor_dependent,"(0,0,1)",0,0,1,2,1,1,1,0
q3g3_s4_00147,S4_neighbor_dependent,"(0,0,2)",0,0,2,0,1,1,0,1
q3g3_s4_00147,S4_neighbor_dependent,"(0,1,0)",0,1,0,0,1,0,0,1
q3g3_s4_00147,S4_neighbor_dependent,"(0,1,1)",0,1,1,1,2,1,1,1
q3g3_s4_00147,S4_neighbor_dependent,"(0,1,2)",0,1,2,0,2,1,0,1
q3g3_s4_00147,S4_neighbor_dependent,"(0,2,0)",0,2,0,2,1,0,1,0
q3g3_s4_00147,S4_neighbor_dependent,"(0,2,1)",0,2,1,0,2,1,0,1
q3g3_s4_00147,S4_neighbor_dependent,"(0,2,2)",0,2,2,2,2,1,1,0
q3g3_s4_00147,S4_neighbor_dependent,"(1,0,0)",1,0,0,1,1,1,1,1
q3g3_s4_00147,S4_neighbor_dependent,"(1,0,1)",1,0,1,2,2,0,1,0
q3g3_s4_00147,S4_neighbor_dependent,"(1,0,2)",1,0,2,2,2,1,1,0
q3g3_s4_00147,S4_neighbor_dependent,"(1,1,0)",1,1,0,1,2,1,1,1
q3g3_s4_00147,S4_neighbor_dependent,"(1,1,1)",1,1,1,1,3,0,1,1
q3g3_s4_00147,S4_neighbor_dependent,"(1,1,2)",1,1,2,0,3,1,0,1
q3g3_s4_00147,S4_neighbor_dependent,"(1,2,0)",1,2,0,0,2,1,0,1
q3g3_s4_00147,S4_neighbor_dependent,"(1,2,1)",1,2,1,1,3,0,1,1
q3g3_s4_00147,S4_neighbor_dependent,"(1,2,2)",1,2,2,1,3,1,1,1
q3g3_s4_00147,S4_neighbor_dependent,"(2,0,0)",2,0,0,2,1,1,1,0
q3g3_s4_00147,S4_neighbor_dependent,"(2,0,1)",2,0,1,0,2,1,0,1
q3g3_s4_00147,S4_neighbor_dependent,"(2,0,2)",2,0,2,2,2,0,1,0
q3g3_s4_00147,S4_neighbor_dependent,"(2,1,0)",2,1,0,1,2,1,1,1
q3g3_s4_00147,S4_neighbor_dependent,"(2,1,1)",2,1,1,2,3,1,1,0
q3g3_s4_00147,S4_neighbor_dependent,"(2,1,2)",2,1,2,0,3,0,0,1
q3g3_s4_00147,S4_neighbor_dependent,"(2,2,0)",2,2,0,1,2,1,1,1
q3g3_s4_00147,S4_neighbor_dependent,"(2,2,1)",2,2,1,2,3,1,1,0
q3g3_s4_00147,S4_neighbor_dependent,"(2,2,2)",2,2,2,2,3,0,1,0
q3g3_s5_00126,S5_asymmetric_neighbor_dependent,"(0,0,0)",0,0,0,0,0,0,0,1
q3g3_s5_00126,S5_asymmetric_neighbor_dependent,"(0,0,1)",0,0,1,1,1,1,1,1
q3g3_s5_00126,S5_asymmetric_neighbor_dependent,"(0,0,2)",0,0,2,0,1,1,0,1
q3g3_s5_00126,S5_asymmetric_neighbor_dependent,"(0,1,0)",0,1,0,2,1,0,1,0
q3g3_s5_00126,S5_asymmetric_neighbor_dependent,"(0,1,1)",0,1,1,2,2,1,1,0
q3g3_s5_00126,S5_asymmetric_neighbor_dependent,"(0,1,2)",0,1,2,0,2,1,0,1
q3g3_s5_00126,S5_asymmetric_neighbor_dependent,"(0,2,0)",0,2,0,0,1,0,0,1
q3g3_s5_00126,S5_asymmetric_neighbor_dependent,"(0,2,1)",0,2,1,2,2,1,1,0
q3g3_s5_00126,S5_asymmetric_neighbor_dependent,"(0,2,2)",0,2,2,2,2,1,1,0
q3g3_s5_00126,S5_asymmetric_neighbor_dependent,"(1,0,0)",1,0,0,0,1,1,0,1
q3g3_s5_00126,S5_asymmetric_neighbor_dependent,"(1,0,1)",1,0,1,2,2,0,1,0
q3g3_s5_00126,S5_asymmetric_neighbor_dependent,"(1,0,2)",1,0,2,2,2,1,1,0
q3g3_s5_00126,S5_asymmetric_neighbor_dependent,"(1,1,0)",1,1,0,2,2,1,1,0
q3g3_s5_00126,S5_asymmetric_neighbor_dependent,"(1,1,1)",1,1,1,2,3,0,1,0
q3g3_s5_00126,S5_asymmetric_neighbor_dependent,"(1,1,2)",1,1,2,1,3,1,1,1
q3g3_s5_00126,S5_asymmetric_neighbor_dependent,"(1,2,0)",1,2,0,1,2,1,1,1
q3g3_s5_00126,S5_asymmetric_neighbor_dependent,"(1,2,1)",1,2,1,0,3,0,0,1
q3g3_s5_00126,S5_asymmetric_neighbor_dependent,"(1,2,2)",1,2,2,0,3,1,0,1
q3g3_s5_00126,S5_asymmetric_neighbor_dependent,"(2,0,0)",2,0,0,1,1,1,1,1
q3g3_s5_00126,S5_asymmetric_neighbor_dependent,"(2,0,1)",2,0,1,0,2,1,0,1
q3g3_s5_00126,S5_asymmetric_neighbor_dependent,"(2,0,2)",2,0,2,2,2,0,1,0
q3g3_s5_00126,S5_asymmetric_neighbor_dependent,"(2,1,0)",2,1,0,0,2,1,0,1
q3g3_s5_00126,S5_asymmetric_neighbor_dependent,"(2,1,1)",2,1,1,2,3,1,1,0
q3g3_s5_00126,S5_asymmetric_neighbor_dependent,"(2,1,2)",2,1,2,2,3,0,1,0
q3g3_s5_00126,S5_asymmetric_neighbor_dependent,"(2,2,0)",2,2,0,2,2,1,1,0
q3g3_s5_00126,S5_asymmetric_neighbor_dependent,"(2,2,1)",2,2,1,1,3,1,1,1
q3g3_s5_00126,S5_asymmetric_neighbor_dependent,"(2,2,2)",2,2,2,2,3,0,1,0
q3g3_s5_00183,S5_asymmetric_neighbor_dependent,"(0,0,0)",0,0,0,0,0,0,0,1
q3g3_s5_00183,S5_asymmetric_neighbor_dependent,"(0,0,1)",0,0,1,0,1,1,0,1
q3g3_s5_00183,S5_asymmetric_neighbor_dependent,"(0,0,2)",0,0,2,0,1,1,0,1
q3g3_s5_00183,S5_asymmetric_neighbor_dependent,"(0,1,0)",0,1,0,1,1,0,1,0
q3g3_s5_00183,S5_asymmetric_neighbor_dependent,"(0,1,1)",0,1,1,2,2,1,1,1
q3g3_s5_00183,S5_asymmetric_neighbor_dependent,"(0,1,2)",0,1,2,1,2,1,1,0
q3g3_s5_00183,S5_asymmetric_neighbor_dependent,"(0,2,0)",0,2,0,1,1,0,1,0
q3g3_s5_00183,S5_asymmetric_neighbor_dependent,"(0,2,1)",0,2,1,1,2,1,1,0
q3g3_s5_00183,S5_asymmetric_neighbor_dependent,"(0,2,2)",0,2,2,0,2,1,0,1
q3g3_s5_00183,S5_asymmetric_neighbor_dependent,"(1,0,0)",1,0,0,2,1,1,1,1
q3g3_s5_00183,S5_asymmetric_neighbor_dependent,"(1,0,1)",1,0,1,2,2,0,1,1
q3g3_s5_00183,S5_asymmetric_neighbor_dependent,"(1,0,2)",1,0,2,1,2,1,1,0
q3g3_s5_00183,S5_asymmetric_neighbor_dependent,"(1,1,0)",1,1,0,0,2,1,0,1
q3g3_s5_00183,S5_asymmetric_neighbor_dependent,"(1,1,1)",1,1,1,2,3,0,1,1
q3g3_s5_00183,S5_asymmetric_neighbor_dependent,"(1,1,2)",1,1,2,1,3,1,1,0
q3g3_s5_00183,S5_asymmetric_neighbor_dependent,"(1,2,0)",1,2,0,0,2,1,0,1
q3g3_s5_00183,S5_asymmetric_neighbor_dependent,"(1,2,1)",1,2,1,0,3,0,0,1
q3g3_s5_00183,S5_asymmetric_neighbor_dependent,"(1,2,2)",1,2,2,0,3,1,0,1
q3g3_s5_00183,S5_asymmetric_neighbor_dependent,"(2,0,0)",2,0,0,2,1,1,1,1
q3g3_s5_00183,S5_asymmetric_neighbor_dependent,"(2,0,1)",2,0,1,0,2,1,0,1
q3g3_s5_00183,S5_asymmetric_neighbor_dependent,"(2,0,2)",2,0,2,2,2,0,1,1
q3g3_s5_00183,S5_asymmetric_neighbor_dependent,"(2,1,0)",2,1,0,1,2,1,1,0
q3g3_s5_00183,S5_asymmetric_neighbor_dependent,"(2,1,1)",2,1,1,1,3,1,1,0
q3g3_s5_00183,S5_asymmetric_neighbor_dependent,"(2,1,2)",2,1,2,1,3,0,1,0
q3g3_s5_00183,S5_asymmetric_neighbor_dependent,"(2,2,0)",2,2,0,1,2,1,1,0
q3g3_s5_00183,S5_asymmetric_neighbor_dependent,"(2,2,1)",2,2,1,1,3,1,1,0
q3g3_s5_00183,S5_asymmetric_neighbor_dependent,"(2,2,2)",2,2,2,1,3,0,1,0
q3g3_s5_00214,S5_asymmetric_neighbor_dependent,"(0,0,0)",0,0,0,0,0,0,0,1
