candidate,candidate_category,family,heldout_l1_loss,heldout_nll,heldout_predictive_quality,mc_fallback_used,pair_id,raw_count,test_records,train_records,truncated,variant,world_seed
all_one,DIAGNOSTIC_ONLY,A,0.0,0.0,1.0,0,20,749,109,163,0,reversible,20
random_k,ADVERSARIAL,A,0.7088985197275828,8.845309906368778,0.10157120593564206,0,20,749,109,163,0,reversible,20
hash_k34_s1206,ADVERSARIAL,A,0.8317104744751476,10.085068898582952,0.09021143748847911,0,20,749,109,163,0,reversible,20
best_of_10_hashes_per_world,ADAPTIVE_HASH,A,0.17037203804806664,2.425999170931348,0.29188565148664436,0,20,749,109,163,0,reversible,20
checkerboard,ADVERSARIAL,A,0.261777452580627,2.796061606016937,0.2634309196707853,0,20,749,109,163,0,reversible,20
trap_mixing_adversarial,ADVERSARIAL,A,0.2987561208982945,4.067267544193443,0.19734501706859647,0,20,749,109,163,0,reversible,20
viability_signature,THEORY_INFORMED,A,0.378229301514043,4.079648110644828,0.19686403038517888,0,20,749,109,163,0,reversible,20
behavioral_quotient_k5,THEORY_INFORMED,A,0.11791523611189283,1.795623990696806,0.35770189529341934,0,20,749,109,163,0,reversible,20
behavioral_quotient_k8,THEORY_INFORMED,A,0.1577081105420161,2.896007383579316,0.2566730248548159,0,20,749,109,163,0,reversible,20
behavioral_quotient_k13,THEORY_INFORMED,A,0.37845443800303935,4.818856565153869,0.1718550696005267,0,20,749,109,163,0,reversible,20
behavioral_quotient_k21,THEORY_INFORMED,A,0.4762199583497494,5.615108478701746,0.15116910073653939,0,20,749,109,163,0,reversible,20
predictive_quotient_k5,THEORY_INFORMED,A,0.06303821691900713,1.7342839715435008,0.3657264608970007,0,20,749,109,163,0,reversible,20
predictive_quotient_k8,THEORY_INFORMED,A,0.3229020093431642,4.0421003620081,0.19833004664780876,0,20,749,109,163,0,reversible,20
predictive_quotient_k13,THEORY_INFORMED,A,0.2438228175831598,3.6356978990472086,0.21571724943627874,0,20,749,109,163,0,reversible,20
predictive_quotient_k21,THEORY_INFORMED,A,0.45775876625204026,5.7729049149812885,0.1476471340662196,0,20,749,109,163,0,reversible,20
identity,DIAGNOSTIC_ONLY,A,0.8887330528284251,10.753597302029787,0.08508033534782623,0,20,749,93,138,0,irreversible,20
all_one,DIAGNOSTIC_ONLY,A,0.0,0.0,1.0,0,20,749,93,138,0,irreversible,20
random_k,ADVERSARIAL,A,0.7877512856474995,9.28051482254926,0.09727139323865396,0,20,749,93,138,0,irreversible,20
hash_k34_s1206,ADVERSARIAL,A,0.8048153342683504,9.610114948951242,0.09424968577732941,0,20,749,93,138,0,irreversible,20
best_of_10_hashes_per_world,ADAPTIVE_HASH,A,0.18302945301542778,2.4574110827514057,0.289233757879957,0,20,749,93,138,0,irreversible,20
checkerboard,ADVERSARIAL,A,0.18186068256194488,2.7275083975032084,0.2682757202290486,0,20,749,93,138,0,irreversible,20
trap_mixing_adversarial,ADVERSARIAL,A,0.3340345956054231,4.2719747525318095,0.18968224373983594,0,20,749,93,138,0,irreversible,20
viability_signature,THEORY_INFORMED,A,0.22674146797568953,3.2956283046564456,0.23279481581681627,0,20,749,93,138,0,irreversible,20
behavioral_quotient_k5,THEORY_INFORMED,A,0.19121084618980833,1.7610688446795482,0.3621785823728929,0,20,749,93,138,0,irreversible,20
behavioral_quotient_k8,THEORY_INFORMED,A,0.28728377746610556,3.6424428550841035,0.2154038361301237,0,20,749,93,138,0,irreversible,20
behavioral_quotient_k13,THEORY_INFORMED,A,0.22814399251986914,3.691898334142897,0.21313334790803334,0,20,749,93,138,0,irreversible,20
behavioral_quotient_k21,THEORY_INFORMED,A,0.30925666199158486,3.3947376143093297,0.22754487019748015,0,20,749,93,138,0,irreversible,20
predictive_quotient_k5,THEORY_INFORMED,A,0.15544647031323042,1.9065573599642132,0.34404963541208505,0,20,749,93,138,0,irreversible,20
predictive_quotient_k8,THEORY_INFORMED,A,0.39083683964469373,4.692084000662598,0.1756825795057826,0,20,749,93,138,0,irreversible,20
predictive_quotient_k13,THEORY_INFORMED,A,0.3496961196820943,4.117876025122647,0.19539355683709347,0,20,749,93,138,0,irreversible,20
predictive_quotient_k21,THEORY_INFORMED,A,0.3438522674146796,4.964347099743238,0.16766294504272722,0,20,749,93,138,0,irreversible,20
identity,DIAGNOSTIC_ONLY,A,1.0,inf,0.0,0,23,5249,0,0,0,reversible,23
all_one,DIAGNOSTIC_ONLY,A,1.0,inf,0.0,0,23,5249,0,0,0,reversible,23
random_k,ADVERSARIAL,A,1.0,inf,0.0,0,23,5249,0,0,0,reversible,23
hash_k34_s1206,ADVERSARIAL,A,1.0,inf,0.0,0,23,5249,0,0,0,reversible,23
best_of_10_hashes_per_world,ADAPTIVE_HASH,A,1.0,inf,0.0,0,23,5249,0,0,0,reversible,23
checkerboard,ADVERSARIAL,A,1.0,inf,0.0,0,23,5249,0,0,0,reversible,23
trap_mixing_adversarial,ADVERSARIAL,A,1.0,inf,0.0,0,23,5249,0,0,0,reversible,23
viability_signature,THEORY_INFORMED,A,1.0,inf,0.0,0,23,5249,0,0,0,reversible,23
behavioral_quotient_k5,THEORY_INFORMED,A,1.0,inf,0.0,0,23,5249,0,0,0,reversible,23
behavioral_quotient_k8,THEORY_INFORMED,A,1.0,inf,0.0,0,23,5249,0,0,0,reversible,23
behavioral_quotient_k13,THEORY_INFORMED,A,1.0,inf,0.0,0,23,5249,0,0,0,reversible,23
behavioral_quotient_k21,THEORY_INFORMED,A,1.0,inf,0.0,0,23,5249,0,0,0,reversible,23
predictive_quotient_k5,THEORY_INFORMED,A,1.0,inf,0.0,0,23,5249,0,0,0,reversible,23
predictive_quotient_k8,THEORY_INFORMED,A,1.0,inf,0.0,0,23,5249,0,0,0,reversible,23
predictive_quotient_k13,THEORY_INFORMED,A,1.0,inf,0.0,0,23,5249,0,0,0,reversible,23
predictive_quotient_k21,THEORY_INFORMED,A,1.0,inf,0.0,0,23,5249,0,0,0,reversible,23
identity,DIAGNOSTIC_ONLY,A,1.0,inf,0.0,0,21,5337,0,0,0,irreversible,21
all_one,DIAGNOSTIC_ONLY,A,1.0,inf,0.0,0,21,5337,0,0,0,irreversible,21
random_k,ADVERSARIAL,A,1.0,inf,0.0,0,21,5337,0,0,0,irreversible,21
hash_k34_s1206,ADVERSARIAL,A,1.0,inf,0.0,0,21,5337,0,0,0,irreversible,21
best_of_10_hashes_per_world,ADAPTIVE_HASH,A,1.0,inf,0.0,0,21,5337,0,0,0,irreversible,21
checkerboard,ADVERSARIAL,A,1.0,inf,0.0,0,21,5337,0,0,0,irreversible,21
trap_mixing_adversarial,ADVERSARIAL,A,1.0,inf,0.0,0,21,5337,0,0,0,irreversible,21
viability_signature,THEORY_INFORMED,A,1.0,inf,0.0,0,21,5337,0,0,0,irreversible,21
behavioral_quotient_k5,THEORY_INFORMED,A,1.0,inf,0.0,0,21,5337,0,0,0,irreversible,21
behavioral_quotient_k8,THEORY_INFORMED,A,1.0,inf,0.0,0,21,5337,0,0,0,irreversible,21
behavioral_quotient_k13,THEORY_INFORMED,A,1.0,inf,0.0,0,21,5337,0,0,0,irreversible,21
behavioral_quotient_k21,THEORY_INFORMED,A,1.0,inf,0.0,0,21,5337,0,0,0,irreversible,21
predictive_quotient_k5,THEORY_INFORMED,A,1.0,inf,0.0,0,21,5337,0,0,0,irreversible,21
predictive_quotient_k8,THEORY_INFORMED,A,1.0,inf,0.0,0,21,5337,0,0,0,irreversible,21
predictive_quotient_k13,THEORY_INFORMED,A,1.0,inf,0.0,0,21,5337,0,0,0,irreversible,21
predictive_quotient_k21,THEORY_INFORMED,A,1.0,inf,0.0,0,21,5337,0,0,0,irreversible,21
identity,DIAGNOSTIC_ONLY,A,1.0,inf,0.0,0,25,5249,0,0,0,reversible,25
all_one,DIAGNOSTIC_ONLY,A,1.0,inf,0.0,0,25,5249,0,0,0,reversible,25
random_k,ADVERSARIAL,A,1.0,inf,0.0,0,25,5249,0,0,0,reversible,25
hash_k34_s1206,ADVERSARIAL,A,1.0,inf,0.0,0,25,5249,0,0,0,reversible,25
best_of_10_hashes_per_world,ADAPTIVE_HASH,A,1.0,inf,0.0,0,25,5249,0,0,0,reversible,25
checkerboard,ADVERSARIAL,A,1.0,inf,0.0,0,25,5249,0,0,0,reversible,25
trap_mixing_adversarial,ADVERSARIAL,A,1.0,inf,0.0,0,25,5249,0,0,0,reversible,25
viability_signature,THEORY_INFORMED,A,1.0,inf,0.0,0,25,5249,0,0,0,reversible,25
behavioral_quotient_k5,THEORY_INFORMED,A,1.0,inf,0.0,0,25,5249,0,0,0,reversible,25
behavioral_quotient_k8,THEORY_INFORMED,A,1.0,inf,0.0,0,25,5249,0,0,0,reversible,25
behavioral_quotient_k13,THEORY_INFORMED,A,1.0,inf,0.0,0,25,5249,0,0,0,reversible,25
behavioral_quotient_k21,THEORY_INFORMED,A,1.0,inf,0.0,0,25,5249,0,0,0,reversible,25
predictive_quotient_k5,THEORY_INFORMED,A,1.0,inf,0.0,0,25,5249,0,0,0,reversible,25
predictive_quotient_k8,THEORY_INFORMED,A,1.0,inf,0.0,0,25,5249,0,0,0,reversible,25
predictive_quotient_k13,THEORY_INFORMED,A,1.0,inf,0.0,0,25,5249,0,0,0,reversible,25
predictive_quotient_k21,THEORY_INFORMED,A,1.0,inf,0.0,0,25,5249,0,0,0,reversible,25
identity,DIAGNOSTIC_ONLY,A,1.0,inf,0.0,0,23,5337,0,0,0,irreversible,23
all_one,DIAGNOSTIC_ONLY,A,1.0,inf,0.0,0,23,5337,0,0,0,irreversible,23
random_k,ADVERSARIAL,A,1.0,inf,0.0,0,23,5337,0,0,0,irreversible,23
hash_k34_s1206,ADVERSARIAL,A,1.0,inf,0.0,0,23,5337,0,0,0,irreversible,23
best_of_10_hashes_per_world,ADAPTIVE_HASH,A,1.0,inf,0.0,0,23,5337,0,0,0,irreversible,23
checkerboard,ADVERSARIAL,A,1.0,inf,0.0,0,23,5337,0,0,0,irreversible,23
trap_mixing_adversarial,ADVERSARIAL,A,1.0,inf,0.0,0,23,5337,0,0,0,irreversible,23
viability_signature,THEORY_INFORMED,A,1.0,inf,0.0,0,23,5337,0,0,0,irreversible,23
behavioral_quotient_k5,THEORY_INFORMED,A,1.0,inf,0.0,0,23,5337,0,0,0,irreversible,23
behavioral_quotient_k8,THEORY_INFORMED,A,1.0,inf,0.0,0,23,5337,0,0,0,irreversible,23
behavioral_quotient_k13,THEORY_INFORMED,A,1.0,inf,0.0,0,23,5337,0,0,0,irreversible,23
behavioral_quotient_k21,THEORY_INFORMED,A,1.0,inf,0.0,0,23,5337,0,0,0,irreversible,23
predictive_quotient_k5,THEORY_INFORMED,A,1.0,inf,0.0,0,23,5337,0,0,0,irreversible,23
predictive_quotient_k8,THEORY_INFORMED,A,1.0,inf,0.0,0,23,5337,0,0,0,irreversible,23
predictive_quotient_k13,THEORY_INFORMED,A,1.0,inf,0.0,0,23,5337,0,0,0,irreversible,23
predictive_quotient_k21,THEORY_INFORMED,A,1.0,inf,0.0,0,23,5337,0,0,0,irreversible,23
identity,DIAGNOSTIC_ONLY,A,1.0,inf,0.0,0,25,5337,0,0,0,irreversible,25
all_one,DIAGNOSTIC_ONLY,A,1.0,inf,0.0,0,25,5337,0,0,0,irreversible,25
random_k,ADVERSARIAL,A,1.0,inf,0.0,0,25,5337,0,0,0,irreversible,25
hash_k34_s1206,ADVERSARIAL,A,1.0,inf,0.0,0,25,5337,0,0,0,irreversible,25
best_of_10_hashes_per_world,ADAPTIVE_HASH,A,1.0,inf,0.0,0,25,5337,0,0,0,irreversible,25
checkerboard,ADVERSARIAL,A,1.0,inf,0.0,0,25,5337,0,0,0,irreversible,25
trap_mixing_adversarial,ADVERSARIAL,A,1.0,inf,0.0,0,25,5337,0,0,0,irreversible,25
viability_signature,THEORY_INFORMED,A,1.0,inf,0.0,0,25,5337,0,0,0,irreversible,25
behavioral_quotient_k5,THEORY_INFORMED,A,1.0,inf,0.0,0,25,5337,0,0,0,irreversible,25
behavioral_quotient_k8,THEORY_INFORMED,A,1.0,inf,0.0,0,25,5337,0,0,0,irreversible,25
behavioral_quotient_k13,THEORY_INFORMED,A,1.0,inf,0.0,0,25,5337,0,0,0,irreversible,25
behavioral_quotient_k21,THEORY_INFORMED,A,1.0,inf,0.0,0,25,5337,0,0,0,irreversible,25
predictive_quotient_k5,THEORY_INFORMED,A,1.0,inf,0.0,0,25,5337,0,0,0,irreversible,25
predictive_quotient_k8,THEORY_INFORMED,A,1.0,inf,0.0,0,25,5337,0,0,0,irreversible,25
predictive_quotient_k13,THEORY_INFORMED,A,1.0,inf,0.0,0,25,5337,0,0,0,irreversible,25
predictive_quotient_k21,THEORY_INFORMED,A,1.0,inf,0.0,0,25,5337,0,0,0,irreversible,25
identity,DIAGNOSTIC_ONLY,A,0.0,0.0,1.0,0,22,4609,1,1,0,irreversible,22
all_one,DIAGNOSTIC_ONLY,A,0.0,0.0,1.0,0,22,4609,1,1,0,irreversible,22
random_k,ADVERSARIAL,A,0.0,0.0,1.0,0,22,4609,1,1,0,irreversible,22
hash_k34_s1206,ADVERSARIAL,A,0.0,0.0,1.0,0,22,4609,1,1,0,irreversible,22
best_of_10_hashes_per_world,ADAPTIVE_HASH,A,0.0,0.0,1.0,0,22,4609,1,1,0,irreversible,22
checkerboard,ADVERSARIAL,A,0.0,0.0,1.0,0,22,4609,1,1,0,irreversible,22
trap_mixing_adversarial,ADVERSARIAL,A,0.0,0.0,1.0,0,22,4609,1,1,0,irreversible,22
viability_signature,THEORY_INFORMED,A,0.0,0.0,1.0,0,22,4609,1,1,0,irreversible,22
behavioral_quotient_k5,THEORY_INFORMED,A,0.0,0.0,1.0,0,22,4609,1,1,0,irreversible,22
behavioral_quotient_k8,THEORY_INFORMED,A,0.0,0.0,1.0,0,22,4609,1,1,0,irreversible,22
behavioral_quotient_k13,THEORY_INFORMED,A,0.0,0.0,1.0,0,22,4609,1,1,0,irreversible,22
behavioral_quotient_k21,THEORY_INFORMED,A,0.0,0.0,1.0,0,22,4609,1,1,0,irreversible,22
predictive_quotient_k5,THEORY_INFORMED,A,0.0,0.0,1.0,0,22,4609,1,1,0,irreversible,22
predictive_quotient_k8,THEORY_INFORMED,A,0.0,0.0,1.0,0,22,4609,1,1,0,irreversible,22
predictive_quotient_k13,THEORY_INFORMED,A,0.0,0.0,1.0,0,22,4609,1,1,0,irreversible,22
predictive_quotient_k21,THEORY_INFORMED,A,0.0,0.0,1.0,0,22,4609,1,1,0,irreversible,22
identity,DIAGNOSTIC_ONLY,A,1.0,inf,0.0,0,27,5249,0,0,0,reversible,27
all_one,DIAGNOSTIC_ONLY,A,1.0,inf,0.0,0,27,5249,0,0,0,reversible,27
random_k,ADVERSARIAL,A,1.0,inf,0.0,0,27,5249,0,0,0,reversible,27
hash_k34_s1206,ADVERSARIAL,A,1.0,inf,0.0,0,27,5249,0,0,0,reversible,27
best_of_10_hashes_per_world,ADAPTIVE_HASH,A,1.0,inf,0.0,0,27,5249,0,0,0,reversible,27
checkerboard,ADVERSARIAL,A,1.0,inf,0.0,0,27,5249,0,0,0,reversible,27
trap_mixing_adversarial,ADVERSARIAL,A,1.0,inf,0.0,0,27,5249,0,0,0,reversible,27
viability_signature,THEORY_INFORMED,A,1.0,inf,0.0,0,27,5249,0,0,0,reversible,27
behavioral_quotient_k5,THEORY_INFORMED,A,1.0,inf,0.0,0,27,5249,0,0,0,reversible,27
behavioral_quotient_k8,THEORY_INFORMED,A,1.0,inf,0.0,0,27,5249,0,0,0,reversible,27
behavioral_quotient_k13,THEORY_INFORMED,A,1.0,inf,0.0,0,27,5249,0,0,0,reversible,27
behavioral_quotient_k21,THEORY_INFORMED,A,1.0,inf,0.0,0,27,5249,0,0,0,reversible,27
predictive_quotient_k5,THEORY_INFORMED,A,1.0,inf,0.0,0,27,5249,0,0,0,reversible,27
predictive_quotient_k8,THEORY_INFORMED,A,1.0,inf,0.0,0,27,5249,0,0,0,reversible,27
predictive_quotient_k13,THEORY_INFORMED,A,1.0,inf,0.0,0,27,5249,0,0,0,reversible,27
predictive_quotient_k21,THEORY_INFORMED,A,1.0,inf,0.0,0,27,5249,0,0,0,reversible,27
identity,DIAGNOSTIC_ONLY,A,0.8437552766364582,9.546102181937576,0.09482176284169813,0,26,749,109,163,0,reversible,26
all_one,DIAGNOSTIC_ONLY,A,0.0,0.0,1.0,0,26,749,109,163,0,reversible,26
random_k,ADVERSARIAL,A,0.561940676535149,7.312991550907562,0.12029363844244809,0,26,749,109,163,0,reversible,26
hash_k34_s1206,ADVERSARIAL,A,0.8408847864017532,10.169424593798475,0.08953012678515448,0,26,749,109,163,0,reversible,26
best_of_10_hashes_per_world,ADAPTIVE_HASH,A,0.136826701187595,1.9713423169471815,0.3365482308438365,0,26,749,109,163,0,reversible,26
checkerboard,ADVERSARIAL,A,0.13316823324140262,2.7594021438180976,0.2659997419122571,0,26,749,109,163,0,reversible,26
trap_mixing_adversarial,ADVERSARIAL,A,0.33517194799347094,3.68753789727505,0.21333160860018177,0,26,749,109,163,0,reversible,26
viability_signature,THEORY_INFORMED,A,0.3656779422524906,3.9286911144528114,0.20289362363724048,0,26,749,109,163,0,reversible,26
behavioral_quotient_k5,THEORY_INFORMED,A,0.1668261383463725,1.7976728642714264,0.35743993258497764,0,26,749,109,163,0,reversible,26
behavioral_quotient_k8,THEORY_INFORMED,A,0.2744976642089267,3.2977803405580772,0.2326782480163115,0,26,749,109,163,0,reversible,26
behavioral_quotient_k13,THEORY_INFORMED,A,0.48229864355265356,5.777326040832436,0.1475508178262549,0,26,749,109,163,0,reversible,26
behavioral_quotient_k21,THEORY_INFORMED,A,0.4700287049023467,6.093571901939238,0.14097270230342213,0,26,749,109,163,0,reversible,26
predictive_quotient_k5,THEORY_INFORMED,A,0.07097427815613219,1.5548348228348152,0.39141473689888556,0,26,749,109,163,0,reversible,26
predictive_quotient_k8,THEORY_INFORMED,A,0.18207913547588228,2.6614720838191483,0.2731141948123052,0,26,749,109,163,0,reversible,26
predictive_quotient_k13,THEORY_INFORMED,A,0.33534080036021835,3.8359150194388327,0.20678609859361044,0,26,749,109,163,0,reversible,26
predictive_quotient_k21,THEORY_INFORMED,A,0.6324083975910382,7.864030021760594,0.11281550237815842,0,26,749,109,163,0,reversible,26
identity,DIAGNOSTIC_ONLY,A,0.0,0.0,1.0,0,24,4609,1,1,0,irreversible,24
all_one,DIAGNOSTIC_ONLY,A,0.0,0.0,1.0,0,24,4609,1,1,0,irreversible,24
random_k,ADVERSARIAL,A,0.0,0.0,1.0,0,24,4609,1,1,0,irreversible,24
hash_k34_s1206,ADVERSARIAL,A,0.0,0.0,1.0,0,24,4609,1,1,0,irreversible,24
best_of_10_hashes_per_world,ADAPTIVE_HASH,A,0.0,0.0,1.0,0,24,4609,1,1,0,irreversible,24
checkerboard,ADVERSARIAL,A,0.0,0.0,1.0,0,24,4609,1,1,0,irreversible,24
trap_mixing_adversarial,ADVERSARIAL,A,0.0,0.0,1.0,0,24,4609,1,1,0,irreversible,24
viability_signature,THEORY_INFORMED,A,0.0,0.0,1.0,0,24,4609,1,1,0,irreversible,24
behavioral_quotient_k5,THEORY_INFORMED,A,0.0,0.0,1.0,0,24,4609,1,1,0,irreversible,24
behavioral_quotient_k8,THEORY_INFORMED,A,0.0,0.0,1.0,0,24,4609,1,1,0,irreversible,24
behavioral_quotient_k13,THEORY_INFORMED,A,0.0,0.0,1.0,0,24,4609,1,1,0,irreversible,24
behavioral_quotient_k21,THEORY_INFORMED,A,0.0,0.0,1.0,0,24,4609,1,1,0,irreversible,24
predictive_quotient_k5,THEORY_INFORMED,A,0.0,0.0,1.0,0,24,4609,1,1,0,irreversible,24
predictive_quotient_k8,THEORY_INFORMED,A,0.0,0.0,1.0,0,24,4609,1,1,0,irreversible,24
predictive_quotient_k13,THEORY_INFORMED,A,0.0,0.0,1.0,0,24,4609,1,1,0,irreversible,24
predictive_quotient_k21,THEORY_INFORMED,A,0.0,0.0,1.0,0,24,4609,1,1,0,irreversible,24
identity,DIAGNOSTIC_ONLY,A,1.0,inf,0.0,0,22,5337,0,0,0,reversible,22
all_one,DIAGNOSTIC_ONLY,A,1.0,inf,0.0,0,22,5337,0,0,0,reversible,22
random_k,ADVERSARIAL,A,1.0,inf,0.0,0,22,5337,0,0,0,reversible,22
hash_k34_s1206,ADVERSARIAL,A,1.0,inf,0.0,0,22,5337,0,0,0,reversible,22
best_of_10_hashes_per_world,ADAPTIVE_HASH,A,1.0,inf,0.0,0,22,5337,0,0,0,reversible,22
checkerboard,ADVERSARIAL,A,1.0,inf,0.0,0,22,5337,0,0,0,reversible,22
trap_mixing_adversarial,ADVERSARIAL,A,1.0,inf,0.0,0,22,5337,0,0,0,reversible,22
viability_signature,THEORY_INFORMED,A,1.0,inf,0.0,0,22,5337,0,0,0,reversible,22
behavioral_quotient_k5,THEORY_INFORMED,A,1.0,inf,0.0,0,22,5337,0,0,0,reversible,22
behavioral_quotient_k8,THEORY_INFORMED,A,1.0,inf,0.0,0,22,5337,0,0,0,reversible,22
behavioral_quotient_k13,THEORY_INFORMED,A,1.0,inf,0.0,0,22,5337,0,0,0,reversible,22
behavioral_quotient_k21,THEORY_INFORMED,A,1.0,inf,0.0,0,22,5337,0,0,0,reversible,22
predictive_quotient_k5,THEORY_INFORMED,A,1.0,inf,0.0,0,22,5337,0,0,0,reversible,22
predictive_quotient_k8,THEORY_INFORMED,A,1.0,inf,0.0,0,22,5337,0,0,0,reversible,22
predictive_quotient_k13,THEORY_INFORMED,A,1.0,inf,0.0,0,22,5337,0,0,0,reversible,22
predictive_quotient_k21,THEORY_INFORMED,A,1.0,inf,0.0,0,22,5337,0,0,0,reversible,22
identity,DIAGNOSTIC_ONLY,A,1.0,inf,0.0,0,24,5337,0,0,0,reversible,24
all_one,DIAGNOSTIC_ONLY,A,1.0,inf,0.0,0,24,5337,0,0,0,reversible,24
random_k,ADVERSARIAL,A,1.0,inf,0.0,0,24,5337,0,0,0,reversible,24
hash_k34_s1206,ADVERSARIAL,A,1.0,inf,0.0,0,24,5337,0,0,0,reversible,24
best_of_10_hashes_per_world,ADAPTIVE_HASH,A,1.0,inf,0.0,0,24,5337,0,0,0,reversible,24
checkerboard,ADVERSARIAL,A,1.0,inf,0.0,0,24,5337,0,0,0,reversible,24
trap_mixing_adversarial,ADVERSARIAL,A,1.0,inf,0.0,0,24,5337,0,0,0,reversible,24
viability_signature,THEORY_INFORMED,A,1.0,inf,0.0,0,24,5337,0,0,0,reversible,24
behavioral_quotient_k5,THEORY_INFORMED,A,1.0,inf,0.0,0,24,5337,0,0,0,reversible,24
behavioral_quotient_k8,THEORY_INFORMED,A,1.0,inf,0.0,0,24,5337,0,0,0,reversible,24
behavioral_quotient_k13,THEORY_INFORMED,A,1.0,inf,0.0,0,24,5337,0,0,0,reversible,24
behavioral_quotient_k21,THEORY_INFORMED,A,1.0,inf,0.0,0,24,5337,0,0,0,reversible,24
predictive_quotient_k5,THEORY_INFORMED,A,1.0,inf,0.0,0,24,5337,0,0,0,reversible,24
predictive_quotient_k8,THEORY_INFORMED,A,1.0,inf,0.0,0,24,5337,0,0,0,reversible,24
predictive_quotient_k13,THEORY_INFORMED,A,1.0,inf,0.0,0,24,5337,0,0,0,reversible,24
predictive_quotient_k21,THEORY_INFORMED,A,1.0,inf,0.0,0,24,5337,0,0,0,reversible,24
identity,DIAGNOSTIC_ONLY,A,0.8662926601215528,9.709980499211868,0.09337085161579786,0,26,749,93,138,0,irreversible,26
all_one,DIAGNOSTIC_ONLY,A,0.0,0.0,1.0,0,26,749,93,138,0,irreversible,26
random_k,ADVERSARIAL,A,0.6208508648901354,7.6136598887370734,0.11609466973586521,0,26,749,93,138,0,irreversible,26
hash_k34_s1206,ADVERSARIAL,A,0.819775596072932,9.767311504101999,0.09287369457259895,0,26,749,93,138,0,irreversible,26
best_of_10_hashes_per_world,ADAPTIVE_HASH,A,0.13838242169237963,2.1237036414995996,0.32013280220140505,0,26,749,93,138,0,irreversible,26
checkerboard,ADVERSARIAL,A,0.197054698457223,3.077438040867521,0.24525204061402212,0,26,749,93,138,0,irreversible,26
trap_mixing_adversarial,ADVERSARIAL,A,0.29008882655446483,3.6684844649123147,0.2142022764594939,0,26,749,93,138,0,irreversible,26
viability_signature,THEORY_INFORMED,A,0.22089761570827487,3.406597980296624,0.2269324327908593,0,26,749,93,138,0,irreversible,26
behavioral_quotient_k5,THEORY_INFORMED,A,0.12342215988779803,1.7171989110150103,0.3680260565195243,0,26,749,93,138,0,irreversible,26
behavioral_quotient_k8,THEORY_INFORMED,A,0.3235156615240767,3.6349272524878757,0.21575311661326144,0,26,749,93,138,0,irreversible,26
behavioral_quotient_k13,THEORY_INFORMED,A,0.3644226273959793,4.377667110480324,0.18595423990658316,0,26,749,93,138,0,irreversible,26
behavioral_quotient_k21,THEORY_INFORMED,A,0.327255726975222,4.4055444052916375,0.18499524285122368,0,26,749,93,138,0,irreversible,26
predictive_quotient_k5,THEORY_INFORMED,A,0.08228143992519872,1.5722710120091539,0.38876152447829293,0,26,749,93,138,0,irreversible,26
predictive_quotient_k8,THEORY_INFORMED,A,0.2589995324918187,3.802629982866877,0.2082192472806454,0,26,749,93,138,0,irreversible,26
predictive_quotient_k13,THEORY_INFORMED,A,0.44179523141654975,5.3021754740238505,0.1586753660100032,0,26,749,93,138,0,irreversible,26
predictive_quotient_k21,THEORY_INFORMED,A,0.5642823749415615,6.265588566745682,0.13763509876914326,0,26,749,93,138,0,irreversible,26
identity,DIAGNOSTIC_ONLY,A,1.0,inf,0.0,0,27,5337,0,0,0,irreversible,27
all_one,DIAGNOSTIC_ONLY,A,1.0,inf,0.0,0,27,5337,0,0,0,irreversible,27
random_k,ADVERSARIAL,A,1.0,inf,0.0,0,27,5337,0,0,0,irreversible,27
hash_k34_s1206,ADVERSARIAL,A,1.0,inf,0.0,0,27,5337,0,0,0,irreversible,27
best_of_10_hashes_per_world,ADAPTIVE_HASH,A,1.0,inf,0.0,0,27,5337,0,0,0,irreversible,27
checkerboard,ADVERSARIAL,A,1.0,inf,0.0,0,27,5337,0,0,0,irreversible,27
trap_mixing_adversarial,ADVERSARIAL,A,1.0,inf,0.0,0,27,5337,0,0,0,irreversible,27
viability_signature,THEORY_INFORMED,A,1.0,inf,0.0,0,27,5337,0,0,0,irreversible,27
behavioral_quotient_k5,THEORY_INFORMED,A,1.0,inf,0.0,0,27,5337,0,0,0,irreversible,27
behavioral_quotient_k8,THEORY_INFORMED,A,1.0,inf,0.0,0,27,5337,0,0,0,irreversible,27
behavioral_quotient_k13,THEORY_INFORMED,A,1.0,inf,0.0,0,27,5337,0,0,0,irreversible,27
behavioral_quotient_k21,THEORY_INFORMED,A,1.0,inf,0.0,0,27,5337,0,0,0,irreversible,27
predictive_quotient_k5,THEORY_INFORMED,A,1.0,inf,0.0,0,27,5337,0,0,0,irreversible,27
predictive_quotient_k8,THEORY_INFORMED,A,1.0,inf,0.0,0,27,5337,0,0,0,irreversible,27
predictive_quotient_k13,THEORY_INFORMED,A,1.0,inf,0.0,0,27,5337,0,0,0,irreversible,27
predictive_quotient_k21,THEORY_INFORMED,A,1.0,inf,0.0,0,27,5337,0,0,0,irreversible,27
identity,DIAGNOSTIC_ONLY,A,1.0,inf,0.0,0,29,5249,0,0,0,reversible,29
all_one,DIAGNOSTIC_ONLY,A,1.0,inf,0.0,0,29,5249,0,0,0,reversible,29
random_k,ADVERSARIAL,A,1.0,inf,0.0,0,29,5249,0,0,0,reversible,29
hash_k34_s1206,ADVERSARIAL,A,1.0,inf,0.0,0,29,5249,0,0,0,reversible,29
best_of_10_hashes_per_world,ADAPTIVE_HASH,A,1.0,inf,0.0,0,29,5249,0,0,0,reversible,29
