space,rule_id,stratum,classification,stage1_score,relation_asymmetry_priority
q3_radius1,q3r1_s5_0047,S5_asymmetric_neighbor_dependent,transported_identity,0.13784202145731447,0.4747891850196388
q3_radius1,q3r1_s6_0001,S6_relation_rich_nonchaotic_bias,emitter_or_generator,0.023229116733292,0.07657005145418475
q3_radius1,q3r1_s6_0002,S6_relation_rich_nonchaotic_bias,emitter_or_generator,0.019272723339228633,0.062100997426403376
q3_radius1,q3r1_s5_0046,S5_asymmetric_neighbor_dependent,emitter_or_generator,0.11731205767665973,0.4127646473808398
q3_radius1,q3r1_s5_0049,S5_asymmetric_neighbor_dependent,frozen_order,0.01346203627025887,0.04437486029826072
q3_radius1,q3r1_s6_0009,S6_relation_rich_nonchaotic_bias,transported_identity,0.06910817356203335,0.23803926449144822
q3_radius1,q3r1_s6_0007,S6_relation_rich_nonchaotic_bias,frozen_order,0.0,0.0
q3_radius1,q3r1_s6_0005,S6_relation_rich_nonchaotic_bias,transported_identity,0.12187421764650727,0.42881669171919223
q3_radius1,q3r1_s6_0008,S6_relation_rich_nonchaotic_bias,frozen_order,0.0006720075084531367,0.002165357527237885
q3_radius1,q3r1_s6_0006,S6_relation_rich_nonchaotic_bias,emitter_or_generator,0.011350316699856958,0.0399362994994967
q3_radius1,q3r1_s6_0011,S6_relation_rich_nonchaotic_bias,transported_identity,0.07072793882354092,0.23314024278870896
q3_radius1,q3r1_s6_0010,S6_relation_rich_nonchaotic_bias,localized_persistence,0.05156179703842425,0.18142113772778903
q3_radius1,q3r1_s6_0012,S6_relation_rich_nonchaotic_bias,frozen_order,0.0011852992855295296,0.004082697539046158
q3_radius1,q3r1_s6_0014,S6_relation_rich_nonchaotic_bias,frozen_order,0.0,0.0
q3_radius1,q3r1_s6_0016,S6_relation_rich_nonchaotic_bias,frozen_order,0.0,0.0
q3_radius1,q3r1_s6_0017,S6_relation_rich_nonchaotic_bias,frozen_order,0.0008887618179627588,0.0030612907063161695
q3_radius1,q3r1_s6_0020,S6_relation_rich_nonchaotic_bias,emitter_or_generator,0.006766159526589805,0.023305660591587105
q3_radius1,q3r1_s6_0018,S6_relation_rich_nonchaotic_bias,frozen_order,5.5360215701607995e-05,0.0001783829172607369
q3_radius1,q3r1_s6_0022,S6_relation_rich_nonchaotic_bias,frozen_order,0.0,0.0
q3_radius1,q3r1_s6_0019,S6_relation_rich_nonchaotic_bias,transported_identity,0.04777626221128162,0.16102369856394916
q3_radius1,q3r1_s6_0015,S6_relation_rich_nonchaotic_bias,transported_identity,0.09717674833940533,0.3347199109468406
q3_radius1,q3r1_s6_0013,S6_relation_rich_nonchaotic_bias,localized_persistence,0.028009008616677204,0.10062495688213662
q3_radius1,q3r1_s6_0025,S6_relation_rich_nonchaotic_bias,frozen_order,0.0,0.0
q3_radius1,q3r1_s6_0023,S6_relation_rich_nonchaotic_bias,frozen_order,0.0,0.0
q3_radius1,q3r1_s6_0026,S6_relation_rich_nonchaotic_bias,transported_identity,0.07371265389292503,0.2538991411867418
q3_radius1,q3r1_s6_0024,S6_relation_rich_nonchaotic_bias,emitter_or_generator,0.008994077488725365,0.030979600238942927
q3_radius1,q3r1_s6_0027,S6_relation_rich_nonchaotic_bias,frozen_order,0.0,0.0
q3_radius1,q3r1_s6_0021,S6_relation_rich_nonchaotic_bias,transported_identity,0.022117458570180784,0.0778206875617472
q3_radius1,q3r1_s6_0030,S6_relation_rich_nonchaotic_bias,frozen_order,0.0,0.0
q3_radius1,q3r1_s6_0029,S6_relation_rich_nonchaotic_bias,frozen_order,0.0,0.0
q3_radius1,q3r1_s6_0028,S6_relation_rich_nonchaotic_bias,transported_identity,0.11028933324440525,0.3717159009348473
q3_radius1,q3r1_s6_0033,S6_relation_rich_nonchaotic_bias,frozen_order,0.0,0.0
q3_radius1,q3r1_s6_0036,S6_relation_rich_nonchaotic_bias,transported_identity,0.02173918983785098,0.07326912130534959
q3_radius1,q3r1_s6_0031,S6_relation_rich_nonchaotic_bias,transported_identity,0.02893530654839037,0.09752269984827865
q3_radius1,q3r1_s6_0034,S6_relation_rich_nonchaotic_bias,frozen_order,0.0,0.0
q3_radius1,q3r1_s6_0037,S6_relation_rich_nonchaotic_bias,frozen_order,0.00130422919503368,0.004492345005116009
q3_radius1,q3r1_s6_0041,S6_relation_rich_nonchaotic_bias,transported_identity,0.045283954886736345,0.1526236998034447
q3_radius1,q3r1_s6_0032,S6_relation_rich_nonchaotic_bias,transported_identity,0.15069067901572483,0.5413702172046411
q3_radius1,q3r1_s6_0035,S6_relation_rich_nonchaotic_bias,transported_identity,0.058280321649235155,0.19210920839933068
q3_radius1,q3r1_s6_0039,S6_relation_rich_nonchaotic_bias,frozen_order,0.00036874548264601996,0.0012701233291140689
q3_radius1,q3r1_s6_0040,S6_relation_rich_nonchaotic_bias,frozen_order,0.0,0.0
q3_radius1,q3r1_s6_0042,S6_relation_rich_nonchaotic_bias,localized_persistence,0.025236949918359654,0.0794496571503915
q3_radius1,q3r1_s6_0043,S6_relation_rich_nonchaotic_bias,frozen_order,0.0,0.0
q3_radius1,q3r1_s6_0038,S6_relation_rich_nonchaotic_bias,localized_persistence,0.088019952347122,0.3096998323324663
q3_radius1,q3r1_s6_0045,S6_relation_rich_nonchaotic_bias,frozen_order,0.0,0.0
q3_radius1,q3r1_s6_0044,S6_relation_rich_nonchaotic_bias,transported_identity,0.030329032651937326,0.10222007301208506
q3_radius1,q3r1_s7_0009,S7_symmetric_control,collapse,0.0,0.0
q3_radius1,q3r1_s6_0047,S6_relation_rich_nonchaotic_bias,frozen_order,0.0,0.0
q3_radius1,q3r1_s6_0046,S6_relation_rich_nonchaotic_bias,frozen_order,0.00018417168475205178,0.0006480114833868489
q3_radius1,q3r1_s6_0048,S6_relation_rich_nonchaotic_bias,frozen_order,0.0,0.0
q3_radius1,q3r1_s6_0049,S6_relation_rich_nonchaotic_bias,frozen_order,0.0,0.0
q3_radius1,q3r1_s7_0007,S7_symmetric_control,frozen_order,0.0,0.0
q3_radius1,q3r1_s7_0001,S7_symmetric_control,emitter_or_generator,0.014782406583058483,0.04434721974917545
q3_radius1,q3r1_s7_0006,S7_symmetric_control,frozen_order,0.006667129959425932,0.020001389878277796
q3_radius1,q3r1_s7_0003,S7_symmetric_control,localized_persistence,0.031024185548400616,0.09307255664520185
q3_radius1,q3r1_s7_0010,S7_symmetric_control,frozen_order,0.0,0.0
q3_radius1,q3r1_s7_0000,S7_symmetric_control,localized_persistence,0.024003296881865272,0.07200989064559582
q3_radius1,q3r1_s7_0002,S7_symmetric_control,transported_identity,0.18168416277542648,0.5450524883262795
q3_radius1,q3r1_s7_0014,S7_symmetric_control,transported_identity,0.026359345781185105,0.07907803734355531
q3_radius1,q3r1_s7_0004,S7_symmetric_control,emitter_or_generator,0.019402231744265454,0.05820669523279636
q3_radius1,q3r1_s7_0008,S7_symmetric_control,emitter_or_generator,0.19988998652861195,0.5996699595858359
q3_radius1,q3r1_s7_0005,S7_symmetric_control,emitter_or_generator,0.13894096553083018,0.41682289659249055
q3_radius1,q3r1_s7_0013,S7_symmetric_control,transported_identity,0.11306319230281775,0.33918957690845325
q3_radius1,q3r1_s7_0011,S7_symmetric_control,emitter_or_generator,0.12663200646676295,0.37989601940028883
q3_radius1,q3r1_s7_0016,S7_symmetric_control,transported_identity,0.03572761944042216,0.10718285832126648
q3_radius1,q3r1_s7_0019,S7_symmetric_control,frozen_order,0.006583693530399248,0.019751080591197744
q3_radius1,q3r1_s7_0012,S7_symmetric_control,emitter_or_generator,0.15762854869502138,0.4728856460850641
q3_radius1,q3r1_s7_0017,S7_symmetric_control,transported_identity,0.1537120684271302,0.4611362052813906
q3_radius1,q3r1_s7_0018,S7_symmetric_control,emitter_or_generator,0.12582686362578585,0.3774805908773575
q3_radius1,q3r1_s7_0015,S7_symmetric_control,chaotic,0.048459271080872286,0.14537781324261687
q3_radius1,q3r1_s7_0024,S7_symmetric_control,transported_identity,0.04872544090278172,0.14617632270834516
q3_radius1,q3r1_s8_0000,S8_self_only_control,frozen_order,0.0,0.0
q3_radius1,q3r1_s7_0022,S7_symmetric_control,transported_identity,0.030373895509338163,0.09112168652801449
q3_radius1,q3r1_s7_0021,S7_symmetric_control,emitter_or_generator,0.015179557424575822,0.04553867227372747
q3_radius1,q3r1_s7_0023,S7_symmetric_control,emitter_or_generator,0.1532067045156462,0.45962011354693855
q3_radius1,q3r1_s7_0020,S7_symmetric_control,chaotic,0.07628753686128255,0.22886261058384766
q3_radius1,q3r1_s8_0001,S8_self_only_control,frozen_order,0.0,0.0
q3_radius1,q3r1_s8_0002,S8_self_only_control,frozen_order,0.0,0.0
q3_radius1,q3r1_s8_0003,S8_self_only_control,frozen_order,0.0,0.0
q3_radius1,q3r1_s8_0004,S8_self_only_control,frozen_order,0.005054221601034161,0.01628582515888785
q3_radius1,q3r1_s8_0005,S8_self_only_control,frozen_order,0.0,0.0
q3_radius1,q3r1_s8_0008,S8_self_only_control,frozen_order,0.0,0.0
q3_radius1,q3r1_s8_0006,S8_self_only_control,frozen_order,0.009021595970417585,0.027733054279431835
q3_radius1,q3r1_s8_0009,S8_self_only_control,frozen_order,0.0,0.0
q3_radius1,q3r1_s8_0007,S8_self_only_control,frozen_order,0.0,0.0
q3_radius1,q3r1_s8_0010,S8_self_only_control,frozen_order,0.0,0.0
q3_radius1,q3r1_s8_0011,S8_self_only_control,frozen_order,0.0,0.0
q3_radius1,q3r1_s8_0013,S8_self_only_control,frozen_order,0.0,0.0
q3_radius1,q3r1_s8_0012,S8_self_only_control,frozen_order,0.0,0.0
q3_radius1,q3r1_s8_0014,S8_self_only_control,frozen_order,0.0,0.0
q3_radius1,q3r1_s8_0016,S8_self_only_control,frozen_order,0.0,0.0
q3_radius1,q3r1_s8_0015,S8_self_only_control,frozen_order,0.0,0.0
q3_radius1,q3r1_s8_0020,S8_self_only_control,frozen_order,0.0,0.0
q3_radius1,q3r1_s8_0017,S8_self_only_control,frozen_order,0.0,0.0
q3_radius1,q3r1_s8_0019,S8_self_only_control,frozen_order,0.0,0.0
q3_radius1,q3r1_s8_0018,S8_self_only_control,frozen_order,0.0,0.0
q3_radius1,q3r1_s8_0021,S8_self_only_control,frozen_order,0.0,0.0
q3_radius1,q3r1_s8_0022,S8_self_only_control,frozen_order,0.0,0.0
q3_radius1,q3r1_s8_0023,S8_self_only_control,frozen_order,0.0,0.0
q3_radius1,q3r1_s8_0024,S8_self_only_control,frozen_order,0.0,0.0
q2_radius2,q2r2_s1_0003,S1_random_unbiased,emitter_or_generator,0.13838758159199152,0.7092363556589566
q2_radius2,q2r2_s1_0001,S1_random_unbiased,emitter_or_generator,0.1683515628259743,0.8628017594831183
q2_radius2,q2r2_s1_0000,S1_random_unbiased,emitter_or_generator,0.12644342823252294,0.6717307124852782
q2_radius2,q2r2_s1_0002,S1_random_unbiased,emitter_or_generator,0.10887831407290267,0.5784160435122955
q2_radius2,q2r2_s1_0004,S1_random_unbiased,transported_identity,0.23184345671563075,1.2171781477570613
q2_radius2,q2r2_s1_0011,S1_random_unbiased,emitter_or_generator,0.021456907703982862,0.11801299237190574
q2_radius2,q2r2_s1_0006,S1_random_unbiased,transported_identity,0.09254233146726103,0.5031989273532318
q2_radius2,q2r2_s1_0005,S1_random_unbiased,emitter_or_generator,0.15917955031988362,0.8655388048643672
q2_radius2,q2r2_s1_0010,S1_random_unbiased,transported_identity,0.1084295547201316,0.5895857037907156
q2_radius2,q2r2_s1_0009,S1_random_unbiased,transported_identity,0.1502972552807944,0.80784774713427
q2_radius2,q2r2_s1_0013,S1_random_unbiased,transported_identity,0.13952299885675115,0.7586563062835844
q2_radius2,q2r2_s1_0008,S1_random_unbiased,chaotic,0.084495161381989,0.44888054484181655
q2_radius2,q2r2_s1_0007,S1_random_unbiased,transported_identity,0.04132785920057172,0.22730322560314448
q2_radius2,q2r2_s1_0018,S1_random_unbiased,frozen_order,0.016261373623263048,0.08435587567067707
q2_radius2,q2r2_s1_0015,S1_random_unbiased,transported_identity,0.09448052904778796,0.513737876697347
q2_radius2,q2r2_s1_0012,S1_random_unbiased,emitter_or_generator,0.13899553542180496,0.7210393400006132
q2_radius2,q2r2_s1_0014,S1_random_unbiased,emitter_or_generator,0.15379388034669772,0.8170299893418317
q2_radius2,q2r2_s1_0016,S1_random_unbiased,emitter_or_generator,0.13512323283575917,0.7347325785444405
q2_radius2,q2r2_s1_0017,S1_random_unbiased,emitter_or_generator,0.17235034138231445,0.9263830849299401
q2_radius2,q2r2_s1_0020,S1_random_unbiased,emitter_or_generator,0.15740620688406712,0.855896249932115
q2_radius2,q2r2_s1_0021,S1_random_unbiased,emitter_or_generator,0.15114093631422015,0.8029362241692946
q2_radius2,q2r2_s1_0019,S1_random_unbiased,chaotic,0.0864772102873326,0.470219830937371
q2_radius2,q2r2_s1_0026,S1_random_unbiased,transported_identity,0.03097247054243304,0.16260547034777348
q2_radius2,q2r2_s1_0022,S1_random_unbiased,emitter_or_generator,0.17362352602888764,0.9115235116516601
q2_radius2,q2r2_s1_0024,S1_random_unbiased,transported_identity,0.07596131509398778,0.39879690424343583
q2_radius2,q2r2_s1_0025,S1_random_unbiased,localized_persistence,0.11148084881291295,0.5922420093186
q2_radius2,q2r2_s1_0034,S1_random_unbiased,transported_identity,0.039175978115398184,0.21057088237026525
q2_radius2,q2r2_s1_0023,S1_random_unbiased,chaotic,0.05694981260939344,0.30254587948740264
q2_radius2,q2r2_s1_0027,S1_random_unbiased,transported_identity,0.08822475037975826,0.4631799394937309
q2_radius2,q2r2_s1_0032,S1_random_unbiased,emitter_or_generator,7.813367667638367e-05,0.00041996851213556226
q2_radius2,q2r2_s1_0031,S1_random_unbiased,emitter_or_generator,0.03181937857252889,0.1690404486665597
q2_radius2,q2r2_s1_0035,S1_random_unbiased,frozen_order,0.0014316223335259979,0.007426540855166114
q2_radius2,q2r2_s1_0036,S1_random_unbiased,frozen_order,0.0,0.0
q2_radius2,q2r2_s1_0028,S1_random_unbiased,emitter_or_generator,0.13695398122837274,0.7361276491025035
q2_radius2,q2r2_s1_0029,S1_random_unbiased,emitter_or_generator,0.13719999417307352,0.7117249697728188
q2_radius2,q2r2_s1_0030,S1_random_unbiased,chaotic,0.08740107776971048,0.47524336037280074
q2_radius2,q2r2_s1_0033,S1_random_unbiased,emitter_or_generator,0.1485989963736603,0.7894321682350703
q2_radius2,q2r2_s1_0037,S1_random_unbiased,localized_persistence,0.031992691681714445,0.17595980424942945
q2_radius2,q2r2_s1_0038,S1_random_unbiased,emitter_or_generator,0.1522050152271691,0.83712758374943
q2_radius2,q2r2_s1_0048,S1_random_unbiased,transported_identity,0.10844578743546963,0.5693403840362156
q2_radius2,q2r2_s1_0039,S1_random_unbiased,transported_identity,0.09095274517951629,0.47181736561874077
q2_radius2,q2r2_s1_0041,S1_random_unbiased,transported_identity,0.06988677772663449,0.38437727749648964
q2_radius2,q2r2_s1_0049,S1_random_unbiased,transported_identity,0.1262273721029594,0.6705829142969718
q2_radius2,q2r2_s1_0044,S1_random_unbiased,transported_identity,0.08612103886074093,0.4790482786628714
q2_radius2,q2r2_s1_0043,S1_random_unbiased,transported_identity,0.18040998397319147,0.9809792878542286
q2_radius2,q2r2_s1_0040,S1_random_unbiased,emitter_or_generator,0.11597788975686132,0.6451270117725412
q2_radius2,q2r2_s1_0042,S1_random_unbiased,transported_identity,0.11778855768643633,0.6404752824199975
q2_radius2,q2r2_s2_0004,S2_quiescent_preserving,localized_persistence,0.061243409619823726,0.3330110398077915
q2_radius2,q2r2_s1_0046,S1_random_unbiased,emitter_or_generator,0.18721984550015036,1.0297091502508269
q2_radius2,q2r2_s1_0045,S1_random_unbiased,emitter_or_generator,0.13213889895493874,0.7102465818827958
q2_radius2,q2r2_s1_0047,S1_random_unbiased,emitter_or_generator,0.11561993290570252,0.6359096309813639
q2_radius2,q2r2_s2_0002,S2_quiescent_preserving,transported_identity,0.12575006833426824,0.6837659965675836
q2_radius2,q2r2_s2_0001,S2_quiescent_preserving,emitter_or_generator,0.15349136703099506,0.85379572910991
q2_radius2,q2r2_s2_0000,S2_quiescent_preserving,chaotic,0.11451206979875712,0.6226593795307419
q2_radius2,q2r2_s2_0003,S2_quiescent_preserving,emitter_or_generator,0.14344701566722795,0.7889585861697537
q2_radius2,q2r2_s2_0005,S2_quiescent_preserving,emitter_or_generator,0.14490397397185853,0.742632866605775
q2_radius2,q2r2_s2_0008,S2_quiescent_preserving,transported_identity,0.10344844250791939,0.5366387955098318
q2_radius2,q2r2_s2_0006,S2_quiescent_preserving,localized_persistence,0.04178424313534148,0.21675576126458393
q2_radius2,q2r2_s2_0009,S2_quiescent_preserving,transported_identity,0.10915975376614281,0.5867336764930177
q2_radius2,q2r2_s2_0007,S2_quiescent_preserving,emitter_or_generator,0.18360355403914472,0.9983443250878494
q2_radius2,q2r2_s2_0010,S2_quiescent_preserving,emitter_or_generator,0.1689051686270797,0.8973087083313609
q2_radius2,q2r2_s2_0013,S2_quiescent_preserving,localized_persistence,0.11221858545714887,0.5891475736500316
q2_radius2,q2r2_s2_0012,S2_quiescent_preserving,emitter_or_generator,0.14339516949129358,0.7528246398292913
q2_radius2,q2r2_s2_0011,S2_quiescent_preserving,chaotic,0.05702853719088924,0.3100926709754602
q2_radius2,q2r2_s2_0016,S2_quiescent_preserving,transported_identity,0.1393526411032778,0.7490204459301182
q2_radius2,q2r2_s2_0017,S2_quiescent_preserving,emitter_or_generator,0.17690978911082764,0.9287763928318451
q2_radius2,q2r2_s2_0014,S2_quiescent_preserving,transported_identity,0.11219673565880958,0.5960451581874259
q2_radius2,q2r2_s2_0018,S2_quiescent_preserving,localized_persistence,0.04173649088534125,0.2217251078283754
q2_radius2,q2r2_s2_0019,S2_quiescent_preserving,transported_identity,0.1348113876675564,0.7330369204423379
q2_radius2,q2r2_s2_0015,S2_quiescent_preserving,emitter_or_generator,0.12043975014495294,0.6624186257972412
q2_radius2,q2r2_s2_0021,S2_quiescent_preserving,emitter_or_generator,0.1659085005289374,0.9021274716260972
q2_radius2,q2r2_s2_0020,S2_quiescent_preserving,emitter_or_generator,0.1534579487587428,0.8152453527808211
q2_radius2,q2r2_s2_0022,S2_quiescent_preserving,transported_identity,0.11147237244994186,0.5921969786403162
q2_radius2,q2r2_s2_0023,S2_quiescent_preserving,emitter_or_generator,0.13512776681905225,0.7347572320785967
q2_radius2,q2r2_s2_0038,S2_quiescent_preserving,collapse,0.0011694794589722577,0.006139767159604353
q2_radius2,q2r2_s2_0025,S2_quiescent_preserving,emitter_or_generator,0.15447993556174536,0.8496396455895995
q2_radius2,q2r2_s2_0024,S2_quiescent_preserving,emitter_or_generator,0.11228364179948529,0.624577757509637
q2_radius2,q2r2_s2_0027,S2_quiescent_preserving,emitter_or_generator,0.0006336195726504935,0.0034849076495777143
q2_radius2,q2r2_s2_0026,S2_quiescent_preserving,localized_persistence,0.09218467266777741,0.4954926155893036
q2_radius2,q2r2_s2_0028,S2_quiescent_preserving,emitter_or_generator,0.15331974184893063,0.814511128572444
q2_radius2,q2r2_s2_0031,S2_quiescent_preserving,transported_identity,0.059955123216662916,0.31851159208852176
q2_radius2,q2r2_s2_0034,S2_quiescent_preserving,transported_identity,0.12498537313520153,0.6717963806017082
q2_radius2,q2r2_s2_0030,S2_quiescent_preserving,emitter_or_generator,0.1547034474244577,0.8315310299064602
q2_radius2,q2r2_s2_0029,S2_quiescent_preserving,transported_identity,0.06413866045155132,0.34474529992708836
q2_radius2,q2r2_s2_0036,S2_quiescent_preserving,transported_identity,0.14031671518988503,0.754202344145632
q2_radius2,q2r2_s2_0032,S2_quiescent_preserving,emitter_or_generator,0.13053817114586086,0.6934840342123858
q2_radius2,q2r2_s2_0033,S2_quiescent_preserving,chaotic,0.08528291726004587,0.4530654979439937
q2_radius2,q2r2_s2_0037,S2_quiescent_preserving,transported_identity,0.15950421272959514,0.8573351434215739
q2_radius2,q2r2_s2_0035,S2_quiescent_preserving,chaotic,0.08308621852146034,0.4465884245528493
q2_radius2,q2r2_s2_0040,S2_quiescent_preserving,emitter_or_generator,0.05062138765627391,0.27208995865247226
q2_radius2,q2r2_s2_0039,S2_quiescent_preserving,transported_identity,0.09868215812000213,0.5242489650125113
q2_radius2,q2r2_s2_0041,S2_quiescent_preserving,emitter_or_generator,0.1417033931779368,0.7882251245522733
q2_radius2,q2r2_s2_0042,S2_quiescent_preserving,emitter_or_generator,0.15504558221035306,0.8430603532687947
q2_radius2,q2r2_s2_0044,S2_quiescent_preserving,emitter_or_generator,0.1526933145272266,0.8016399012679396
q2_radius2,q2r2_s2_0043,S2_quiescent_preserving,transported_identity,0.11940170169078397,0.6417841465879638
q2_radius2,q2r2_s2_0046,S2_quiescent_preserving,emitter_or_generator,0.17109268025020924,0.9089298638292366
q2_radius2,q2r2_s2_0048,S2_quiescent_preserving,transported_identity,0.15234120506220197,0.8188339772093356
q2_radius2,q2r2_s2_0045,S2_quiescent_preserving,emitter_or_generator,0.12230267874918017,0.6573768982768434
q2_radius2,q2r2_s2_0049,S2_quiescent_preserving,transported_identity,0.16163950309139005,0.8587098601730097
q2_radius2,q2r2_s2_0047,S2_quiescent_preserving,emitter_or_generator,0.18119288208070247,0.9399380757936441
q2_radius2,q2r2_s3_0001,S3_sparse_active_preserving,emitter_or_generator,0.17463008584810286,0.91680795070254
q2_radius2,q2r2_s3_0002,S3_sparse_active_preserving,emitter_or_generator,0.20354959887922072,1.0559135441859575
q2_radius2,q2r2_s3_0000,S3_sparse_active_preserving,emitter_or_generator,0.11926377844918071,0.6335888230112725
q2_radius2,q2r2_s3_0003,S3_sparse_active_preserving,emitter_or_generator,0.16688033386921433,0.907411815413853
q2_radius2,q2r2_s3_0004,S3_sparse_active_preserving,emitter_or_generator,0.16987361885435098,0.9236878025205335
q2_radius2,q2r2_s3_0006,S3_sparse_active_preserving,localized_persistence,0.03998803761377437,0.20993719747231543
q2_radius2,q2r2_s3_0005,S3_sparse_active_preserving,emitter_or_generator,0.11880108661707287,0.6608310443074679
q2_radius2,q2r2_s3_0008,S3_sparse_active_preserving,emitter_or_generator,0.12794722906661432,0.6797196544163886
q2_radius2,q2r2_s3_0007,S3_sparse_active_preserving,chaotic,0.09298412341106534,0.4939781556212846
q2_radius2,q2r2_s3_0009,S3_sparse_active_preserving,emitter_or_generator,0.1340850292953524,0.7290873467934786
q2_radius2,q2r2_s3_0010,S3_sparse_active_preserving,emitter_or_generator,0.14139076363936579,0.7688122772890514
q2_radius2,q2r2_s3_0011,S3_sparse_active_preserving,emitter_or_generator,0.17365548301855596,0.8899843504700993
q2_radius2,q2r2_s3_0012,S3_sparse_active_preserving,emitter_or_generator,0.1393507076942215,0.7403006346255517
q2_radius2,q2r2_s3_0013,S3_sparse_active_preserving,emitter_or_generator,0.146875564509483,0.7802764364566285
q2_radius2,q2r2_s3_0014,S3_sparse_active_preserving,emitter_or_generator,0.1617906578176093,0.86962478576965
q2_radius2,q2r2_s3_0015,S3_sparse_active_preserving,emitter_or_generator,0.14495272954911537,0.8062995581169542
q2_radius2,q2r2_s3_0017,S3_sparse_active_preserving,emitter_or_generator,0.16103860393581926,0.8756474089010172
q2_radius2,q2r2_s3_0018,S3_sparse_active_preserving,transported_identity,0.12729941147125703,0.6842343366580066
q2_radius2,q2r2_s3_0016,S3_sparse_active_preserving,transported_identity,0.058258837422023,0.3204236058211265
q2_radius2,q2r2_s3_0020,S3_sparse_active_preserving,emitter_or_generator,0.17534403536791876,0.9534331923130582
q2_radius2,q2r2_s3_0022,S3_sparse_active_preserving,emitter_or_generator,0.17085846801022064,0.9290429198055747
q2_radius2,q2r2_s3_0019,S3_sparse_active_preserving,emitter_or_generator,0.10793328994518848,0.5801414334553882
q2_radius2,q2r2_s3_0023,S3_sparse_active_preserving,emitter_or_generator,0.15618734148865054,0.8395069605014966
q2_radius2,q2r2_s3_0021,S3_sparse_active_preserving,emitter_or_generator,0.14383427511518904,0.800078155328239
q2_radius2,q2r2_s3_0024,S3_sparse_active_preserving,transported_identity,0.01072122637111835,0.058296668392956025
q2_radius2,q2r2_s3_0025,S3_sparse_active_preserving,emitter_or_generator,0.14356271341015261,0.7985675933439739
q2_radius2,q2r2_s3_0026,S3_sparse_active_preserving,chaotic,0.08615347317236247,0.4684595103747209
q2_radius2,q2r2_s3_0028,S3_sparse_active_preserving,transported_identity,0.10954350207798512,0.581949854789296
q2_radius2,q2r2_s3_0027,S3_sparse_active_preserving,emitter_or_generator,0.14249861289148064,0.7481177176802734
q2_radius2,q2r2_s3_0029,S3_sparse_active_preserving,transported_identity,0.12995282546395442,0.6984964368687551
q2_radius2,q2r2_s3_0042,S3_sparse_active_preserving,emitter_or_generator,0.0072991079214227575,0.0387765108325584
q2_radius2,q2r2_s3_0030,S3_sparse_active_preserving,emitter_or_generator,0.12990552868421687,0.6901231211349022
q2_radius2,q2r2_s3_0031,S3_sparse_active_preserving,emitter_or_generator,0.1422894605457667,0.7559127591493855
q2_radius2,q2r2_s3_0032,S3_sparse_active_preserving,emitter_or_generator,0.11876442390147418,0.6754726609396344
q2_radius2,q2r2_s3_0033,S3_sparse_active_preserving,chaotic,0.07600242776685574,0.4132632009822781
q2_radius2,q2r2_s3_0034,S3_sparse_active_preserving,transported_identity,0.09297779683363133,0.49394454567866647
q2_radius2,q2r2_s3_0035,S3_sparse_active_preserving,chaotic,0.039645679941043496,0.20318410969784792
q2_radius2,q2r2_s3_0036,S3_sparse_active_preserving,emitter_or_generator,0.13452045051704578,0.697824837057175
q2_radius2,q2r2_s3_0039,S3_sparse_active_preserving,transported_identity,0.09718747644437126,0.5223826858884955
q2_radius2,q2r2_s3_0038,S3_sparse_active_preserving,emitter_or_generator,0.1538616574416962,0.8366227623392231
q2_radius2,q2r2_s3_0037,S3_sparse_active_preserving,chaotic,0.07315757149578621,0.3932219467898509
q2_radius2,q2r2_s3_0040,S3_sparse_active_preserving,chaotic,0.10626359850397411,0.5778083168653593
q2_radius2,q2r2_s3_0041,S3_sparse_active_preserving,chaotic,0.04826428291544536,0.2503709676238728
q2_radius2,q2r2_s3_0044,S3_sparse_active_preserving,emitter_or_generator,0.1801228924234024,0.9569028659993253
q2_radius2,q2r2_s3_0043,S3_sparse_active_preserving,chaotic,0.09229622046459761,0.5018606987762495
q2_radius2,q2r2_s3_0046,S3_sparse_active_preserving,transported_identity,0.09919368655886754,0.5393656706638422
q2_radius2,q2r2_s3_0048,S3_sparse_active_preserving,transported_identity,0.10976417733471276,0.5831221920906615
q2_radius2,q2r2_s4_0001,S4_neighbor_dependent,transported_identity,0.15887304481071177,0.8539426158575757
q2_radius2,q2r2_s3_0047,S3_sparse_active_preserving,emitter_or_generator,0.1624225863283196,0.8730214015147179
q2_radius2,q2r2_s3_0045,S3_sparse_active_preserving,emitter_or_generator,0.11406737468284514,0.6202413498379704
q2_radius2,q2r2_s3_0049,S3_sparse_active_preserving,emitter_or_generator,0.12526138916995244,0.6967664772578605
q2_radius2,q2r2_s4_0005,S4_neighbor_dependent,transported_identity,0.056096667834331086,0.2980135478698839
q2_radius2,q2r2_s4_0000,S4_neighbor_dependent,emitter_or_generator,0.13487605755106508,0.7249588093369748
q2_radius2,q2r2_s4_0006,S4_neighbor_dependent,transported_identity,0.08072228705492947,0.42883714997931277
q2_radius2,q2r2_s4_0003,S4_neighbor_dependent,emitter_or_generator,0.13465934355513784,0.7237939716088659
q2_radius2,q2r2_s4_0002,S4_neighbor_dependent,chaotic,0.08536383540348207,0.46416585500643376
q2_radius2,q2r2_s4_0004,S4_neighbor_dependent,emitter_or_generator,0.1598125315794051,0.8290275075681639
q2_radius2,q2r2_s4_0008,S4_neighbor_dependent,transported_identity,0.08771600275879084,0.45502676431122746
